Id_Sample,AdviceResult,TrueResult,Metric,SendedBy
27823,1.0,1.0,VP,IDS 1
27824,1.0,1.0,VP,IDS 1
27826,1.0,1.0,VP,IDS 1
27827,1.0,1.0,VP,IDS 1
27829,1.0,1.0,VP,IDS 1
27865,1.0,1.0,VP,IDS 1
27867,1.0,1.0,VP,IDS 1
27868,1.0,1.0,VP,IDS 1
27869,1.0,1.0,VP,IDS 1
27870,1.0,1.0,VP,IDS 1
27871,0.0,1.0,FN,IDS 1
27874,1.0,1.0,VP,IDS 1
27877,0.0,1.0,FN,IDS 1
27878,1.0,1.0,VP,IDS 1
27919,1.0,1.0,VP,IDS 1
27924,1.0,1.0,VP,IDS 1
27925,1.0,1.0,VP,IDS 1
27927,1.0,1.0,VP,IDS 1
27928,1.0,1.0,VP,IDS 1
27929,1.0,1.0,VP,IDS 1
27931,1.0,1.0,VP,IDS 1
27934,1.0,1.0,VP,IDS 1
27936,1.0,1.0,VP,IDS 1
27937,1.0,1.0,VP,IDS 1
27969,1.0,1.0,VP,IDS 1
27970,1.0,1.0,VP,IDS 1
27972,1.0,1.0,VP,IDS 1
27973,1.0,1.0,VP,IDS 1
27974,1.0,1.0,VP,IDS 1
27975,1.0,1.0,VP,IDS 1
27977,0.0,1.0,FN,IDS 1
27978,0.0,1.0,FN,IDS 1
27983,1.0,1.0,VP,IDS 1
27984,1.0,1.0,VP,IDS 1
28158,1.0,1.0,VP,IDS 1
28159,1.0,1.0,VP,IDS 1
28160,1.0,1.0,VP,IDS 1
28161,1.0,1.0,VP,IDS 1
28162,1.0,1.0,VP,IDS 1
28163,1.0,1.0,VP,IDS 1
28165,1.0,1.0,VP,IDS 1
28168,1.0,1.0,VP,IDS 1
28169,1.0,1.0,VP,IDS 1
28170,1.0,1.0,VP,IDS 1
28172,0.0,1.0,FN,IDS 1
28173,1.0,1.0,VP,IDS 1
28174,1.0,1.0,VP,IDS 1
28176,1.0,1.0,VP,IDS 1
28177,1.0,1.0,VP,IDS 1
28178,0.0,1.0,FN,IDS 1
28182,1.0,1.0,VP,IDS 1
28183,0.0,1.0,FN,IDS 1
28184,1.0,1.0,VP,IDS 1
28185,0.0,1.0,FN,IDS 1
28186,1.0,1.0,VP,IDS 1
30073,2.0,2.0,VP,IDS 1
30075,2.0,2.0,VP,IDS 1
30076,2.0,2.0,VP,IDS 1
30077,2.0,2.0,VP,IDS 1
30078,2.0,2.0,VP,IDS 1
30079,2.0,2.0,VP,IDS 1
30304,2.0,2.0,VP,IDS 1
30305,2.0,2.0,VP,IDS 1
30307,2.0,2.0,VP,IDS 1
30308,2.0,2.0,VP,IDS 1
30309,2.0,2.0,VP,IDS 1
30310,2.0,2.0,VP,IDS 1
30366,2.0,2.0,VP,IDS 1
30367,2.0,2.0,VP,IDS 1
30368,2.0,2.0,VP,IDS 1
30369,2.0,2.0,VP,IDS 1
30370,2.0,2.0,VP,IDS 1
30371,2.0,2.0,VP,IDS 1
30372,2.0,2.0,VP,IDS 1
30374,2.0,2.0,VP,IDS 1
30375,2.0,2.0,VP,IDS 1
30377,2.0,2.0,VP,IDS 1
30378,2.0,2.0,VP,IDS 1
30379,2.0,2.0,VP,IDS 1
30381,2.0,2.0,VP,IDS 1
30383,2.0,2.0,VP,IDS 1
30384,2.0,2.0,VP,IDS 1
30385,2.0,2.0,VP,IDS 1
25329,0.0,0.0,VN,IDS 1
25331,0.0,0.0,VN,IDS 1
25333,0.0,0.0,VN,IDS 1
25334,0.0,0.0,VN,IDS 1
25335,0.0,0.0,VN,IDS 1
25336,0.0,0.0,VN,IDS 1
25337,0.0,0.0,VN,IDS 1
25338,0.0,0.0,VN,IDS 1
25339,0.0,0.0,VN,IDS 1
25340,0.0,0.0,VN,IDS 1
25341,0.0,0.0,VN,IDS 1
25343,0.0,0.0,VN,IDS 1
25345,0.0,0.0,VN,IDS 1
25347,0.0,0.0,VN,IDS 1
25348,0.0,0.0,VN,IDS 1
25350,0.0,0.0,VN,IDS 1
25352,0.0,0.0,VN,IDS 1
25353,0.0,0.0,VN,IDS 1
25355,0.0,0.0,VN,IDS 1
25356,0.0,0.0,VN,IDS 1
25359,0.0,0.0,VN,IDS 1
25360,0.0,0.0,VN,IDS 1
25361,0.0,0.0,VN,IDS 1
25362,1.0,0.0,FP,IDS 1
25364,0.0,0.0,VN,IDS 1
25365,0.0,0.0,VN,IDS 1
25366,0.0,0.0,VN,IDS 1
25367,0.0,0.0,VN,IDS 1
25567,0.0,0.0,VN,IDS 1
25568,0.0,0.0,VN,IDS 1
25569,0.0,0.0,VN,IDS 1
25570,0.0,0.0,VN,IDS 1
25573,0.0,0.0,VN,IDS 1
25575,0.0,0.0,VN,IDS 1
25577,0.0,0.0,VN,IDS 1
25611,0.0,0.0,VN,IDS 1
25612,0.0,0.0,VN,IDS 1
25613,0.0,0.0,VN,IDS 1
25615,0.0,0.0,VN,IDS 1
25616,0.0,0.0,VN,IDS 1
25619,0.0,0.0,VN,IDS 1
25622,0.0,0.0,VN,IDS 1
25623,0.0,0.0,VN,IDS 1
25624,0.0,0.0,VN,IDS 1
25625,0.0,0.0,VN,IDS 1
25626,0.0,0.0,VN,IDS 1
25627,0.0,0.0,VN,IDS 1
25628,0.0,0.0,VN,IDS 1
25631,0.0,0.0,VN,IDS 1
25632,0.0,0.0,VN,IDS 1
25949,0.0,0.0,VN,IDS 1
25950,0.0,0.0,VN,IDS 1
25951,0.0,0.0,VN,IDS 1
25955,0.0,0.0,VN,IDS 1
25958,0.0,0.0,VN,IDS 1
25959,0.0,0.0,VN,IDS 1
25960,0.0,0.0,VN,IDS 1
25963,0.0,0.0,VN,IDS 1
25964,0.0,0.0,VN,IDS 1
25965,0.0,0.0,VN,IDS 1
25967,0.0,0.0,VN,IDS 1
25968,1.0,0.0,FP,IDS 1
25969,0.0,0.0,VN,IDS 1
25970,0.0,0.0,VN,IDS 1
25971,0.0,0.0,VN,IDS 1
25972,0.0,0.0,VN,IDS 1
25973,0.0,0.0,VN,IDS 1
25974,0.0,0.0,VN,IDS 1
25975,0.0,0.0,VN,IDS 1
25976,0.0,0.0,VN,IDS 1
25977,0.0,0.0,VN,IDS 1
25979,0.0,0.0,VN,IDS 1
25980,0.0,0.0,VN,IDS 1
26044,0.0,0.0,VN,IDS 1
26045,0.0,0.0,VN,IDS 1
26046,0.0,0.0,VN,IDS 1
26047,0.0,0.0,VN,IDS 1
26048,0.0,0.0,VN,IDS 1
30595,2.0,2.0,VP,IDS 1
30596,2.0,2.0,VP,IDS 1
30627,2.0,2.0,VP,IDS 1
30628,2.0,2.0,VP,IDS 1
30629,2.0,2.0,VP,IDS 1
30631,2.0,2.0,VP,IDS 1
30632,2.0,2.0,VP,IDS 1
30633,2.0,2.0,VP,IDS 1
30634,2.0,2.0,VP,IDS 1
30635,2.0,2.0,VP,IDS 1
30636,2.0,2.0,VP,IDS 1
30637,2.0,2.0,VP,IDS 1
30638,2.0,2.0,VP,IDS 1
30639,2.0,2.0,VP,IDS 1
30641,2.0,2.0,VP,IDS 1
30643,2.0,2.0,VP,IDS 1
30644,2.0,2.0,VP,IDS 1
30645,2.0,2.0,VP,IDS 1
30646,2.0,2.0,VP,IDS 1
30647,2.0,2.0,VP,IDS 1
30648,2.0,2.0,VP,IDS 1
30649,2.0,2.0,VP,IDS 1
30650,2.0,2.0,VP,IDS 1
30651,2.0,2.0,VP,IDS 1
30707,2.0,2.0,VP,IDS 1
30708,2.0,2.0,VP,IDS 1
30709,2.0,2.0,VP,IDS 1
30710,2.0,2.0,VP,IDS 1
30711,2.0,2.0,VP,IDS 1
30712,2.0,2.0,VP,IDS 1
30713,2.0,2.0,VP,IDS 1
30714,2.0,2.0,VP,IDS 1
30715,2.0,2.0,VP,IDS 1
30716,2.0,2.0,VP,IDS 1
30717,2.0,2.0,VP,IDS 1
30718,2.0,2.0,VP,IDS 1
30719,2.0,2.0,VP,IDS 1
30720,2.0,2.0,VP,IDS 1
30721,2.0,2.0,VP,IDS 1
30722,2.0,2.0,VP,IDS 1
30938,2.0,2.0,VP,IDS 1
30939,2.0,2.0,VP,IDS 1
30940,2.0,2.0,VP,IDS 1
30941,2.0,2.0,VP,IDS 1
30942,2.0,2.0,VP,IDS 1
30943,2.0,2.0,VP,IDS 1
30944,2.0,2.0,VP,IDS 1
30945,2.0,2.0,VP,IDS 1
30946,2.0,2.0,VP,IDS 1
31008,2.0,2.0,VP,IDS 1
31009,2.0,2.0,VP,IDS 1
31010,2.0,2.0,VP,IDS 1
31011,2.0,2.0,VP,IDS 1
31012,2.0,2.0,VP,IDS 1
31013,2.0,2.0,VP,IDS 1
31014,2.0,2.0,VP,IDS 1
31015,2.0,2.0,VP,IDS 1
31016,2.0,2.0,VP,IDS 1
31018,2.0,2.0,VP,IDS 1
31019,2.0,2.0,VP,IDS 1
31020,2.0,2.0,VP,IDS 1
31022,2.0,2.0,VP,IDS 1
31024,2.0,2.0,VP,IDS 1
31025,2.0,2.0,VP,IDS 1
31026,2.0,2.0,VP,IDS 1
31027,2.0,2.0,VP,IDS 1
31028,2.0,2.0,VP,IDS 1
31029,2.0,2.0,VP,IDS 1
31030,2.0,2.0,VP,IDS 1
31031,2.0,2.0,VP,IDS 1
31032,2.0,2.0,VP,IDS 1
31033,2.0,2.0,VP,IDS 1
31064,2.0,2.0,VP,IDS 1
31065,2.0,2.0,VP,IDS 1
31066,2.0,2.0,VP,IDS 1
31067,2.0,2.0,VP,IDS 1
31070,2.0,2.0,VP,IDS 1
31071,2.0,2.0,VP,IDS 1
31073,2.0,2.0,VP,IDS 1
31075,2.0,2.0,VP,IDS 1
31076,2.0,2.0,VP,IDS 1
31077,2.0,2.0,VP,IDS 1
31079,2.0,2.0,VP,IDS 1
31080,2.0,2.0,VP,IDS 1
31082,2.0,2.0,VP,IDS 1
31083,2.0,2.0,VP,IDS 1
31084,2.0,2.0,VP,IDS 1
31085,2.0,2.0,VP,IDS 1
31086,2.0,2.0,VP,IDS 1
31089,2.0,2.0,VP,IDS 1
31090,2.0,2.0,VP,IDS 1
31091,2.0,2.0,VP,IDS 1
31092,2.0,2.0,VP,IDS 1
31093,2.0,2.0,VP,IDS 1
31148,2.0,2.0,VP,IDS 1
31149,2.0,2.0,VP,IDS 1
31150,2.0,2.0,VP,IDS 1
31152,2.0,2.0,VP,IDS 1
31153,2.0,2.0,VP,IDS 1
31155,2.0,2.0,VP,IDS 1
31156,2.0,2.0,VP,IDS 1
31157,2.0,2.0,VP,IDS 1
31158,2.0,2.0,VP,IDS 1
31159,2.0,2.0,VP,IDS 1
31160,2.0,2.0,VP,IDS 1
31162,2.0,2.0,VP,IDS 1
31163,2.0,2.0,VP,IDS 1
31164,2.0,2.0,VP,IDS 1
31165,2.0,2.0,VP,IDS 1
31167,2.0,2.0,VP,IDS 1
31168,2.0,2.0,VP,IDS 1
31169,2.0,2.0,VP,IDS 1
31170,2.0,2.0,VP,IDS 1
31171,2.0,2.0,VP,IDS 1
31172,2.0,2.0,VP,IDS 1
31173,2.0,2.0,VP,IDS 1
31174,2.0,2.0,VP,IDS 1
31202,2.0,2.0,VP,IDS 1
31203,2.0,2.0,VP,IDS 1
31205,2.0,2.0,VP,IDS 1
31208,2.0,2.0,VP,IDS 1
31209,2.0,2.0,VP,IDS 1
31210,2.0,2.0,VP,IDS 1
31211,2.0,2.0,VP,IDS 1
31212,2.0,2.0,VP,IDS 1
31213,2.0,2.0,VP,IDS 1
31214,2.0,2.0,VP,IDS 1
31215,2.0,2.0,VP,IDS 1
31216,2.0,2.0,VP,IDS 1
31217,2.0,2.0,VP,IDS 1
31218,2.0,2.0,VP,IDS 1
31220,2.0,2.0,VP,IDS 1
31221,2.0,2.0,VP,IDS 1
31222,2.0,2.0,VP,IDS 1
26100,0.0,0.0,VN,IDS 1
26101,0.0,0.0,VN,IDS 1
26103,0.0,0.0,VN,IDS 1
26104,0.0,0.0,VN,IDS 1
26105,0.0,0.0,VN,IDS 1
26106,0.0,0.0,VN,IDS 1
26108,0.0,0.0,VN,IDS 1
26109,0.0,0.0,VN,IDS 1
26110,0.0,0.0,VN,IDS 1
26111,0.0,0.0,VN,IDS 1
26114,0.0,0.0,VN,IDS 1
26115,0.0,0.0,VN,IDS 1
26116,0.0,0.0,VN,IDS 1
26217,0.0,0.0,VN,IDS 1
26219,0.0,0.0,VN,IDS 1
26220,0.0,0.0,VN,IDS 1
26221,0.0,0.0,VN,IDS 1
26222,0.0,0.0,VN,IDS 1
26223,0.0,0.0,VN,IDS 1
26224,0.0,0.0,VN,IDS 1
26225,0.0,0.0,VN,IDS 1
26229,0.0,0.0,VN,IDS 1
26324,0.0,0.0,VN,IDS 1
26326,0.0,0.0,VN,IDS 1
26327,0.0,0.0,VN,IDS 1
26329,0.0,0.0,VN,IDS 1
26330,0.0,0.0,VN,IDS 1
26334,0.0,0.0,VN,IDS 1
26336,0.0,0.0,VN,IDS 1
26337,0.0,0.0,VN,IDS 1
26339,0.0,0.0,VN,IDS 1
26341,0.0,0.0,VN,IDS 1
26342,0.0,0.0,VN,IDS 1
26344,0.0,0.0,VN,IDS 1
26346,0.0,0.0,VN,IDS 1
26348,0.0,0.0,VN,IDS 1
26349,0.0,0.0,VN,IDS 1
26350,0.0,0.0,VN,IDS 1
26351,0.0,0.0,VN,IDS 1
26515,0.0,0.0,VN,IDS 1
26517,0.0,0.0,VN,IDS 1
26518,0.0,0.0,VN,IDS 1
26520,1.0,0.0,FP,IDS 1
26521,0.0,0.0,VN,IDS 1
26523,0.0,0.0,VN,IDS 1
26524,0.0,0.0,VN,IDS 1
26525,0.0,0.0,VN,IDS 1
26526,0.0,0.0,VN,IDS 1
26527,0.0,0.0,VN,IDS 1
26528,0.0,0.0,VN,IDS 1
26529,0.0,0.0,VN,IDS 1
26531,0.0,0.0,VN,IDS 1
26532,0.0,0.0,VN,IDS 1
26534,0.0,0.0,VN,IDS 1
26535,0.0,0.0,VN,IDS 1
26537,0.0,0.0,VN,IDS 1
26805,0.0,0.0,VN,IDS 1
26806,0.0,0.0,VN,IDS 1
26809,0.0,0.0,VN,IDS 1
26811,0.0,0.0,VN,IDS 1
26814,0.0,0.0,VN,IDS 1
26815,0.0,0.0,VN,IDS 1
26816,0.0,0.0,VN,IDS 1
26818,0.0,0.0,VN,IDS 1
26819,0.0,0.0,VN,IDS 1
26820,0.0,0.0,VN,IDS 1
26821,0.0,0.0,VN,IDS 1
26822,0.0,0.0,VN,IDS 1
26823,0.0,0.0,VN,IDS 1
26825,0.0,0.0,VN,IDS 1
26826,0.0,0.0,VN,IDS 1
26828,0.0,0.0,VN,IDS 1
26829,0.0,0.0,VN,IDS 1
26830,0.0,0.0,VN,IDS 1
26834,0.0,0.0,VN,IDS 1
26835,0.0,0.0,VN,IDS 1
26836,0.0,0.0,VN,IDS 1
26837,0.0,0.0,VN,IDS 1
26840,0.0,0.0,VN,IDS 1
26841,0.0,0.0,VN,IDS 1
26842,0.0,0.0,VN,IDS 1
26844,0.0,0.0,VN,IDS 1
26845,0.0,0.0,VN,IDS 1
26846,0.0,0.0,VN,IDS 1
26881,0.0,0.0,VN,IDS 1
26882,0.0,0.0,VN,IDS 1
26885,0.0,0.0,VN,IDS 1
26888,0.0,0.0,VN,IDS 1
26890,0.0,0.0,VN,IDS 1
26891,0.0,0.0,VN,IDS 1
26892,0.0,0.0,VN,IDS 1
26893,0.0,0.0,VN,IDS 1
26894,0.0,0.0,VN,IDS 1
26895,0.0,0.0,VN,IDS 1
26896,0.0,0.0,VN,IDS 1
26898,0.0,0.0,VN,IDS 1
26900,0.0,0.0,VN,IDS 1
26902,0.0,0.0,VN,IDS 1
26903,0.0,0.0,VN,IDS 1
26904,0.0,0.0,VN,IDS 1
26905,0.0,0.0,VN,IDS 1
26906,0.0,0.0,VN,IDS 1
26908,0.0,0.0,VN,IDS 1
26909,0.0,0.0,VN,IDS 1
26910,0.0,0.0,VN,IDS 1
26911,1.0,0.0,FP,IDS 1
26914,0.0,0.0,VN,IDS 1
26916,0.0,0.0,VN,IDS 1
26917,0.0,0.0,VN,IDS 1
26918,0.0,0.0,VN,IDS 1
26919,0.0,0.0,VN,IDS 1
26921,0.0,0.0,VN,IDS 1
26922,0.0,0.0,VN,IDS 1
26923,0.0,0.0,VN,IDS 1
26924,0.0,0.0,VN,IDS 1
26929,0.0,0.0,VN,IDS 1
26930,0.0,0.0,VN,IDS 1
26931,0.0,0.0,VN,IDS 1
26932,0.0,0.0,VN,IDS 1
26933,0.0,0.0,VN,IDS 1
26934,0.0,0.0,VN,IDS 1
26935,0.0,0.0,VN,IDS 1
26936,0.0,0.0,VN,IDS 1
26937,0.0,0.0,VN,IDS 1
26941,0.0,0.0,VN,IDS 1
26942,0.0,0.0,VN,IDS 1
26944,0.0,0.0,VN,IDS 1
26945,0.0,0.0,VN,IDS 1
26946,0.0,0.0,VN,IDS 1
26950,0.0,0.0,VN,IDS 1
26951,0.0,0.0,VN,IDS 1
26952,0.0,0.0,VN,IDS 1
26954,0.0,0.0,VN,IDS 1
26955,0.0,0.0,VN,IDS 1
26956,0.0,0.0,VN,IDS 1
26958,0.0,0.0,VN,IDS 1
26959,0.0,0.0,VN,IDS 1
26961,0.0,0.0,VN,IDS 1
26962,0.0,0.0,VN,IDS 1
26963,0.0,0.0,VN,IDS 1
26966,0.0,0.0,VN,IDS 1
26967,0.0,0.0,VN,IDS 1
26968,0.0,0.0,VN,IDS 1
26969,0.0,0.0,VN,IDS 1
26970,0.0,0.0,VN,IDS 1
26971,0.0,0.0,VN,IDS 1
26973,0.0,0.0,VN,IDS 1
27060,0.0,0.0,VN,IDS 1
27061,0.0,0.0,VN,IDS 1
27062,0.0,0.0,VN,IDS 1
27063,0.0,0.0,VN,IDS 1
27066,0.0,0.0,VN,IDS 1
27067,0.0,0.0,VN,IDS 1
27069,0.0,0.0,VN,IDS 1
27070,1.0,0.0,FP,IDS 1
27071,0.0,0.0,VN,IDS 1
27073,0.0,0.0,VN,IDS 1
27074,0.0,0.0,VN,IDS 1
27075,0.0,0.0,VN,IDS 1
27076,0.0,0.0,VN,IDS 1
27078,0.0,0.0,VN,IDS 1
27079,0.0,0.0,VN,IDS 1
27142,0.0,0.0,VN,IDS 1
27144,0.0,0.0,VN,IDS 1
27145,0.0,0.0,VN,IDS 1
27146,1.0,0.0,FP,IDS 1
27147,0.0,0.0,VN,IDS 1
27148,0.0,0.0,VN,IDS 1
27149,0.0,0.0,VN,IDS 1
27150,0.0,0.0,VN,IDS 1
27151,0.0,0.0,VN,IDS 1
27152,0.0,0.0,VN,IDS 1
27188,0.0,0.0,VN,IDS 1
27189,0.0,0.0,VN,IDS 1
27190,0.0,0.0,VN,IDS 1
27191,0.0,0.0,VN,IDS 1
27192,0.0,0.0,VN,IDS 1
27193,0.0,0.0,VN,IDS 1
27194,0.0,0.0,VN,IDS 1
27195,0.0,0.0,VN,IDS 1
27196,0.0,0.0,VN,IDS 1
27197,0.0,0.0,VN,IDS 1
27198,0.0,0.0,VN,IDS 1
27202,0.0,0.0,VN,IDS 1
27206,0.0,0.0,VN,IDS 1
27252,0.0,0.0,VN,IDS 1
27253,0.0,0.0,VN,IDS 1
27254,0.0,0.0,VN,IDS 1
27255,0.0,0.0,VN,IDS 1
27256,0.0,0.0,VN,IDS 1
27258,0.0,0.0,VN,IDS 1
27287,0.0,0.0,VN,IDS 1
27288,0.0,0.0,VN,IDS 1
27290,0.0,0.0,VN,IDS 1
27291,0.0,0.0,VN,IDS 1
27292,0.0,0.0,VN,IDS 1
27295,0.0,0.0,VN,IDS 1
27296,0.0,0.0,VN,IDS 1
27299,0.0,0.0,VN,IDS 1
27300,0.0,0.0,VN,IDS 1
27301,0.0,0.0,VN,IDS 1
27302,0.0,0.0,VN,IDS 1
27303,0.0,0.0,VN,IDS 1
27305,0.0,0.0,VN,IDS 1
27307,0.0,0.0,VN,IDS 1
27310,0.0,0.0,VN,IDS 1
27344,0.0,0.0,VN,IDS 1
27345,0.0,0.0,VN,IDS 1
27346,0.0,0.0,VN,IDS 1
27350,0.0,0.0,VN,IDS 1
27351,0.0,0.0,VN,IDS 1
27352,0.0,0.0,VN,IDS 1
27354,0.0,0.0,VN,IDS 1
27355,0.0,0.0,VN,IDS 1
27357,0.0,0.0,VN,IDS 1
27358,1.0,0.0,FP,IDS 1
27361,0.0,0.0,VN,IDS 1
27362,0.0,0.0,VN,IDS 1
27363,0.0,0.0,VN,IDS 1
27367,0.0,0.0,VN,IDS 1
27368,0.0,0.0,VN,IDS 1
27369,0.0,0.0,VN,IDS 1
27370,0.0,0.0,VN,IDS 1
27371,0.0,0.0,VN,IDS 1
27372,0.0,0.0,VN,IDS 1
27373,0.0,0.0,VN,IDS 1
27375,0.0,0.0,VN,IDS 1
27377,0.0,0.0,VN,IDS 1
27378,0.0,0.0,VN,IDS 1
27379,0.0,0.0,VN,IDS 1
27710,1.0,1.0,VP,IDS 1
27711,1.0,1.0,VP,IDS 1
27714,0.0,1.0,FN,IDS 1
27715,0.0,1.0,FN,IDS 1
27716,1.0,1.0,VP,IDS 1
27717,1.0,1.0,VP,IDS 1
27718,1.0,1.0,VP,IDS 1
27721,1.0,1.0,VP,IDS 1
27722,1.0,1.0,VP,IDS 1
27729,1.0,1.0,VP,IDS 1
27731,1.0,1.0,VP,IDS 1
27734,1.0,1.0,VP,IDS 1
27736,1.0,1.0,VP,IDS 1
27737,1.0,1.0,VP,IDS 1
27742,1.0,1.0,VP,IDS 1
27743,1.0,1.0,VP,IDS 1
27745,1.0,1.0,VP,IDS 1
27746,1.0,1.0,VP,IDS 1
27749,1.0,1.0,VP,IDS 1
27750,1.0,1.0,VP,IDS 1
27751,1.0,1.0,VP,IDS 1
27752,1.0,1.0,VP,IDS 1
27879,1.0,1.0,VP,IDS 1
27880,1.0,1.0,VP,IDS 1
27881,1.0,1.0,VP,IDS 1
27884,1.0,1.0,VP,IDS 1
27885,1.0,1.0,VP,IDS 1
27887,1.0,1.0,VP,IDS 1
27891,0.0,1.0,FN,IDS 1
27892,1.0,1.0,VP,IDS 1
27893,1.0,1.0,VP,IDS 1
27895,1.0,1.0,VP,IDS 1
27896,1.0,1.0,VP,IDS 1
27899,1.0,1.0,VP,IDS 1
27900,1.0,1.0,VP,IDS 1
27901,1.0,1.0,VP,IDS 1
27903,1.0,1.0,VP,IDS 1
27904,1.0,1.0,VP,IDS 1
27907,1.0,1.0,VP,IDS 1
27908,1.0,1.0,VP,IDS 1
27909,1.0,1.0,VP,IDS 1
27910,1.0,1.0,VP,IDS 1
27913,1.0,1.0,VP,IDS 1
27914,1.0,1.0,VP,IDS 1
27918,0.0,1.0,FN,IDS 1
26284,0.0,0.0,VN,IDS 1
26285,0.0,0.0,VN,IDS 1
26286,0.0,0.0,VN,IDS 1
26289,0.0,0.0,VN,IDS 1
26290,0.0,0.0,VN,IDS 1
27080,0.0,0.0,VN,IDS 1
27081,0.0,0.0,VN,IDS 1
27082,0.0,0.0,VN,IDS 1
27083,0.0,0.0,VN,IDS 1
27086,0.0,0.0,VN,IDS 1
27088,0.0,0.0,VN,IDS 1
27121,0.0,0.0,VN,IDS 1
27122,0.0,0.0,VN,IDS 1
27124,0.0,0.0,VN,IDS 1
27125,0.0,0.0,VN,IDS 1
27127,0.0,0.0,VN,IDS 1
27128,0.0,0.0,VN,IDS 1
27129,0.0,0.0,VN,IDS 1
27130,0.0,0.0,VN,IDS 1
27131,0.0,0.0,VN,IDS 1
27133,0.0,0.0,VN,IDS 1
27134,0.0,0.0,VN,IDS 1
27136,0.0,0.0,VN,IDS 1
27139,0.0,0.0,VN,IDS 1
27140,0.0,0.0,VN,IDS 1
27141,0.0,0.0,VN,IDS 1
27207,0.0,0.0,VN,IDS 1
27208,0.0,0.0,VN,IDS 1
27209,0.0,0.0,VN,IDS 1
27211,0.0,0.0,VN,IDS 1
27212,0.0,0.0,VN,IDS 1
27214,0.0,0.0,VN,IDS 1
27216,0.0,0.0,VN,IDS 1
27218,0.0,0.0,VN,IDS 1
27219,0.0,0.0,VN,IDS 1
27220,0.0,0.0,VN,IDS 1
27222,0.0,0.0,VN,IDS 1
27226,0.0,0.0,VN,IDS 1
27228,0.0,0.0,VN,IDS 1
27231,0.0,0.0,VN,IDS 1
27232,0.0,0.0,VN,IDS 1
27233,0.0,0.0,VN,IDS 1
27235,0.0,0.0,VN,IDS 1
27236,0.0,0.0,VN,IDS 1
27237,1.0,0.0,FP,IDS 1
27238,0.0,0.0,VN,IDS 1
27242,0.0,0.0,VN,IDS 1
27243,0.0,0.0,VN,IDS 1
27244,0.0,0.0,VN,IDS 1
27248,0.0,0.0,VN,IDS 1
27249,0.0,0.0,VN,IDS 1
27312,0.0,0.0,VN,IDS 1
27313,0.0,0.0,VN,IDS 1
27316,0.0,0.0,VN,IDS 1
27319,0.0,0.0,VN,IDS 1
27320,0.0,0.0,VN,IDS 1
27321,0.0,0.0,VN,IDS 1
27322,0.0,0.0,VN,IDS 1
27326,0.0,0.0,VN,IDS 1
27327,0.0,0.0,VN,IDS 1
27328,0.0,0.0,VN,IDS 1
27329,0.0,0.0,VN,IDS 1
27330,0.0,0.0,VN,IDS 1
27331,0.0,0.0,VN,IDS 1
27332,0.0,0.0,VN,IDS 1
27333,0.0,0.0,VN,IDS 1
27335,0.0,0.0,VN,IDS 1
27336,0.0,0.0,VN,IDS 1
27337,0.0,0.0,VN,IDS 1
27338,0.0,0.0,VN,IDS 1
27341,0.0,0.0,VN,IDS 1
27342,0.0,0.0,VN,IDS 1
27343,0.0,0.0,VN,IDS 1
27380,0.0,0.0,VN,IDS 1
27382,0.0,0.0,VN,IDS 1
27384,0.0,0.0,VN,IDS 1
27385,0.0,0.0,VN,IDS 1
27387,0.0,0.0,VN,IDS 1
27389,0.0,0.0,VN,IDS 1
27390,0.0,0.0,VN,IDS 1
27391,0.0,0.0,VN,IDS 1
27394,0.0,0.0,VN,IDS 1
27395,0.0,0.0,VN,IDS 1
27396,0.0,0.0,VN,IDS 1
27400,0.0,0.0,VN,IDS 1
27401,0.0,0.0,VN,IDS 1
27403,0.0,0.0,VN,IDS 1
27404,0.0,0.0,VN,IDS 1
27406,0.0,0.0,VN,IDS 1
27407,0.0,0.0,VN,IDS 1
27408,0.0,0.0,VN,IDS 1
27410,0.0,0.0,VN,IDS 1
27411,0.0,0.0,VN,IDS 1
27412,0.0,0.0,VN,IDS 1
27413,0.0,0.0,VN,IDS 1
27414,0.0,0.0,VN,IDS 1
27418,0.0,0.0,VN,IDS 1
27419,0.0,0.0,VN,IDS 1
27420,0.0,0.0,VN,IDS 1
27485,0.0,0.0,VN,IDS 1
27486,0.0,0.0,VN,IDS 1
27488,0.0,0.0,VN,IDS 1
27491,0.0,0.0,VN,IDS 1
27492,0.0,0.0,VN,IDS 1
27494,0.0,0.0,VN,IDS 1
27497,1.0,1.0,VP,IDS 1
27498,1.0,1.0,VP,IDS 1
27499,1.0,1.0,VP,IDS 1
27500,1.0,1.0,VP,IDS 1
27501,1.0,1.0,VP,IDS 1
27513,0.0,1.0,FN,IDS 1
27514,1.0,1.0,VP,IDS 1
27515,1.0,1.0,VP,IDS 1
27516,1.0,1.0,VP,IDS 1
27517,1.0,1.0,VP,IDS 1
27518,1.0,1.0,VP,IDS 1
27519,1.0,1.0,VP,IDS 1
27521,1.0,1.0,VP,IDS 1
27523,1.0,1.0,VP,IDS 1
27524,1.0,1.0,VP,IDS 1
27635,1.0,1.0,VP,IDS 1
27637,1.0,1.0,VP,IDS 1
27639,1.0,1.0,VP,IDS 1
27640,1.0,1.0,VP,IDS 1
27641,1.0,1.0,VP,IDS 1
27642,1.0,1.0,VP,IDS 1
27644,1.0,1.0,VP,IDS 1
27645,1.0,1.0,VP,IDS 1
